Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal (Y/N),Time,Species,Day,Month,Lat,Lng
6-Jul-98,1998,Unprovoked,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,Surfing,M,10,Right leg bitten,N,,"Raggedtooth shark, 1.2 m [4'] ",6,Jul,-34.0574892,23.3644925
28-Jun-98,1998,Unprovoked,AUSTRALIA,South Australia,South Neptune Island,Free diving for abalone,M,26,"FATAL, left thigh and lower leg severely injured  ",Y,14,Thought to involve a 5.5 m white shark named Kong,28,Jun,-35.3295695,136.1183528
22-Jun-98,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Gonubie, 13 km northeast of East London",Body Boarding,M,20,"FATAL, hands & calf bitten  ",Y,9,White shark,22,Jun,-32.9422838,28.0098257
8-Jun-98,1998,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surfing,M,18,"2-inch laceration on dorsum of foot, 1-inch laceration on sole.",N,18,Non-Disclosed,8,Jun,29.2108147,-81.0228331
5-Jun-98,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffrey's Bay,Surfing,M,,Survived,N,,Non-Disclosed,5,Jun,-34.0506714,24.9101544
30-May-98,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Pollock Beach,Surfing,M,17,Minor laceration on foot,N,,Non-Disclosed,30,May,30.6275772,-81.5596542
29-May-98,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Sardinia Bay near Port Elizabeth,Body boarding,M,15,Right shoulder & arm bitten,N,2,3 m to 4 m [10' to 13'] white shark,29,May,-34.0143637,25.5243226
29-May-98,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffreys Bay,Body boarding,M,16,Leg bitten,N,,Unidentified,29,May,-34.0506714,24.9101544
25-May-98,1998,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,40,4 lacerations on the sole of his right foot,N,11,"Lemon shark, 1.5 m [5'], identified  by the surfer",25,May,29.0258191,-80.9269984
16-May-98,1998,Unprovoked,USA,Florida,"Pecks Lake, Martin County",Swimming,F,14,Ankle & foot bitten,N,14,"1.8 m [6'] shark, possibly a blacktip",16,May,27.1182096,-80.1463473
16-May-98,1998,Unprovoked,USA,Florida,"Walden Rocks, St. Lucie County",Swimming / surfing,M,24,Left arm & wrist lacerated,N,15,Non-Disclosed,16,May,27.3378902,-80.2334306
16-May-98,1998,Unprovoked,SOUTH AFRICA,Western Cape Province,Keurbooms,Body boarding,M,22,"Lower legs bitten, foot severed",N,14,4 m [13'] white shark,16,May,-33.8827038,23.2292371
26-Apr-98,1998,Unprovoked,MOZAMBIQUE,Gaza,"Bilene Bay, 180 km north of Maputo",Towing rubber dinghy,F,35,"FATAL, torso & abdomen bitten, forearm severed ",Y,15,3 m [10'] shark,26,Apr,-25.2752685,33.2419422
21-Apr-98,1998,Unprovoked,USA,Oregon,Gleneden Beach,Surfing (lying prone on his board),M,50,Right thigh bitten,N,9,5 m [16.5'] white shark,21,Apr,44.8814151,-124.034593
17-Apr-98,1998,Provoked,USA,Florida,"Marathon, Monroe County",Scuba diving,M,16,"He grabbed shark's tail, shark bit his chest & held on.  PROVOKED INCIDENT",N,,"Nurse shark, 0.9 m [3'] ",17,Apr,24.726026,-81.0446262
1-Apr-98,1998,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming ,M,,FATAL,Y,,Non-Disclosed,1,Apr,-8.1317303,-34.902409
Apr-98,1998,Unprovoked,NEW CALEDONIA,UNKNOWN,Île de Sable,UNKNOWN,Non-Disclosed,,Calf bitten,N,,Non-Disclosed,,Apr,43.9337207,-59.9149138
31-Mar-98,1998,Unprovoked,USA,Florida,"Jensen Beach Park, Martin County",Swimming,M,40,Heel lacerated,N,15,Non-Disclosed,31,Mar,27.2552845,-80.1969215
15-Mar-98,1998,Unprovoked,SOUTH AFRICA,Western Cape Province,Saldanha Bay,Snorkeling  hunting crayfish and abalone,M,33,Lower leg lacerated,N,17,3 m [10'] white shark,15,Mar,-33.0389488,17.9887402
8-Mar-98,1998,Unprovoked,USA,Florida,"Loggerhead Park, Juno Beach, Palm Beach County",Swimming or paddle boarding,M,32,6 puncture wounds to right calf,N,,5' spinner shark,8,Mar,26.884925,-80.055979
23-Feb-98,1998,Unprovoked,USA,Florida,"Jensen Beach, Martin County",Swimming,M,,Hands bitten,N,9,Spinner shark,23,Feb,27.2544906,-80.2297697
Reported 28-Jan-1998,1998,Invalid,AUSTRALIA,New South Wales,Whale Beach,Spearfishing,M,31,"Missing, thought to have been taken by a shark",Uncomfirmed,20,Shark involvement not confirmed,28,Jan,39.1462158,-119.9347119
Jan-98,1998,Unprovoked,NEW CALEDONIA,South Province,l'Anse-Vata,Windsurfing,M,,"No injury, board bumped & fin damaged",N,,1.7 m shark,,Jan,-22.302799,166.4421637
25-Jan-98,1998,Unprovoked,REUNION ISLAND,Grand'Anse,,Bathing,M,,FATAL,Y,,Non-Disclosed,25,Jan,37.2256055,-95.7162018
25-Jan-98,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,East London,Surfing,M,21,Calf & foot lacerated,N,,Non-Disclosed,25,Jan,51.55633,0.0655092
17-Jan-98,1998,Unprovoked,AUSTRALIA,South Australia,Middleton Beach,Surfing,M,,20 punctures in right foot,N,,Non-Disclosed,17,Jan,-35.0227836,117.9089793
14-Jan-98,1998,Unprovoked,MOZAMBIQUE,Maputo Province,Ponta do Ouro,Surfing,M,23,Leg bitten,N,13,Small dusky shark or blackfin shark,14,Jan,-26.8427388,32.8859972
1998,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Hole-in-the Wall,Surfing,M,28,FATAL,Y,,Non-Disclosed,,,37.8417399,-94.7051894
1998,1998,Unprovoked,REUNION ISLAND,Beaufonds,,Diving,Non-Disclosed,,FATAL,Y,,Non-Disclosed,,,37.2256055,-95.7162018
1998,1998,Unprovoked,USA,Virginia,"Wreck of the Navy Barge, 22 miles SE of Rudee ",Spearfishing on scuba & transferring fish onto a stringer,M,,Shark grasped diver's gloved hand. Glove was soaked with fish blood & slime,N,,sandtiger shark,,,36.8326672,-75.9734622
28-Dec-97,1997,Unprovoked,SOUTH AFRICA,Western Cape Province,"Pringle Bay, 44 miles southeast of Cape Town",Spearfishing,M,39,FATAL,Y,14,White shark,28,Dec,-34.3478138,18.8343538
28-Dec-97,1997,Unprovoked,SOUTH AFRICA,Eastern Cape Province,St. Francis Bay,Sitting on surfboard,M,,Calf bitten,N,,Non-Disclosed,28,Dec,-34.1605375,24.824107
25-Dec-97,1997,Invalid,USA,Florida,"Fort Lauderdale, Broward County",UNKNOWN,F,29,"Ankle bitten, but shark involvement unconfirmed",Uncomfirmed,,Shark involvement not confirmed,25,Dec,26.1224386,-80.1373174
25-Dec-97,1997,Unprovoked,USA,Florida,"Hollywood Beach, Broward County",Swimming,M,8,Left leg gashed knee to ankle,N,,Non-Disclosed,25,Dec,26.0086787,-80.1170355
9-Nov-97,1997,Unprovoked,AUSTRALIA,Western Australia,Albany,Scuba diving (submerged riding a scooter),M,42,Left arm lacerated when shark grabbed scooter,N,,White shark,9,Nov,42.6525793,-73.7562317
Reported 05-Nov-1997,1997,Unprovoked,USA,Florida,,Swimming,M,32,Thigh bitten,N,,Non-Disclosed,5,Nov,37.2256055,-95.7162018
 05-Nov-1997,1997,Invalid,AUSTRALIA,New South Wales,Botany Bay?,Unknown,M,21,5 m white shark obsrved feeding on remains 6 days later,Uncomfirmed,,Shark involvement prior to death suspected but not confirmed,5,Nov,-33.9930374,151.175278
28-Oct-97,1997,Unprovoked,AUSTRALIA,Western Australia,"Cottesloe Beach, Perth",Surf-skiing,M,51,"Sierakowski suffered a minor facial injury, ski bitten in half by shark",N,,5.5 m [18'] white shark,28,Oct,-31.9938622,115.7510477
28-Oct-97,1997,Unprovoked,USA,Hawaii,"Waiokapua Bay/Majors Bay, Brennecke Beach, Poipu, Kaua'i Island",Body boarding or surfing,M,19,"Both legs bitten, right leg severed at mid-calf & defense wounds on right hand",N,7,"Tiger shark, 4 m to 4.3 m [13' to 14'] ",28,Oct,21.873128,-159.4512917
24-Oct-97,1997,Unprovoked,USA,Florida,"North Jetty, Fort Pierce Inlet State Park, St. Lucie County",Surfing,M,23,"5"" gash in foot",N,17,Possibly a blacktip shark,24,Oct,27.4820331,-80.3016686
21-Oct-97,1997,Unprovoked,USA,Florida,"North Jetty, Fort Pierce Inlet State Park, St. Lucie County",Surfing,M,12,Left foot bitten,N,18,1.2 m to 1.5 m [4' to 5'] shark,21,Oct,27.4820331,-80.3016686
Reported 11-Oct-1997,1997,Boating,SOUTH AFRICA,Eastern Cape Province,Off Port Alfred,Fishingat,Non-Disclosed,,"No injury, hooked shark bit their 4.8 m inflatable boat",N,,Soupfin shark,11,Oct,-33.5864065,26.8851448
4-Oct-97,1997,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Swimming,F,14,Laceration & 3 puncture wounds to anterior right thigh,N,8,Non-Disclosed,4,Oct,29.2108147,-81.0228331
16-Sep-97,1997,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,M,20,FATAL,Y,,Non-Disclosed,16,Sep,-8.1317303,-34.902409
9-Sep-97,1997,Unprovoked,USA,Florida,Volusia County  ,Surfing,M,12,Laceration to right foot,N,17,Non-Disclosed,9,Sep,29.0279842,-81.0754657
8-Sep-97,1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Non-Disclosed,17,2 small lacerations to bottom of foot,N,,small blacktip shark,8,Sep,29.0258191,-80.9269984
6-Sep-97,1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,20,Lacerations to lower left leg,N,15,Non-Disclosed,6,Sep,29.0258191,-80.9269984
30-Aug-97,1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,18,Lacerations on right ankle & heel,N,13,Non-Disclosed,30,Aug,29.0258191,-80.9269984
27-Aug-97,1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Walking / surfing,M,22,"2"" laceration on left heel",N,11,Non-Disclosed,27,Aug,29.0258191,-80.9269984
24-Aug-97,1997,Unprovoked,USA,California,"Clam Beach, near Eureka, Humboldt County",Surfing (sitting on his board),M,29,Leg & hand bitten,N,12,5 m [16.5'] white shark,24,Aug,40.99472,-124.11083
14-Aug-97,1997,Invalid,MEXICO,Quintana Roo,"Santa Rosa, Cozumel",SCUBA diving,M,28,FATAL,Uncomfirmed,,Shark involvement prior to death was not confirmed,14,Aug,20.5013023,-86.952595
14-Aug-97,1997,Unprovoked,MEXICO,Quintana Roo,"Santa Rosa, Cozumel",SCUBA diving,M,33,"FATAL, arm & leg severed ",Y,,"Tiger shark, 5.2 m [17']",14,Aug,20.5013023,-86.952595
11-Aug-97,1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Floating on raft,F,12,Small lacerations on right lower leg,N,14,Non-Disclosed,11,Aug,29.0258191,-80.9269984
11-Aug-97,1997,Unprovoked,EGYPT,Red Sea,Safaga,Fishing,M,17,Seriously injured,N,,Non-Disclosed,11,Aug,26.7500171,33.9359756
11-Aug-97,1997,Unprovoked,EGYPT,Red Sea,Safaga,Fishing,M,16,FATAL,Y,,Thought to involve an oceanic whitetip shark or a white shark,11,Aug,26.7500171,33.9359756
10-Aug-97,1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Boogie boarding,M,17,Lacerations to foot,N,11,Non-Disclosed,10,Aug,29.0258191,-80.9269984
9-Aug-97,1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,,Lacerations to right foot,N,17,Non-Disclosed,9,Aug,29.0258191,-80.9269984
5-Aug-97,1997,Unprovoked,USA,Texas,"East Beach, Galveston",Wading,F,10,Wrist & am bitten,N,,1 m shark,5,Aug,29.3171995,-94.7543466
4-Aug-97,1997,Unprovoked,USA,Florida,"Carysfort Lighthouse, Key Largo, Monroe County",Wade-fishing,M,,Left forearm & wrist bitten,N,,1.5 m [5'] shark,4,Aug,25.0865151,-80.4472802
2-Aug-97,1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Body surfing,M,17,Top of left foot bitten,N,15,juvenile shark,2,Aug,29.0258191,-80.9269984
2-Aug-97,1997,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Wading / Surfing,M,19,Top of left foot bitten,N,9,"""juvenile shark""",2,Aug,29.0258191,-80.9269984
27-Jul-97,1997,Unprovoked,AUSTRALIA,Queensland,"Pincushion, north of Maroochydore Beach",Surfing,M,19,Leg lacerated,N,14,Non-Disclosed,27,Jul,-26.6476538,153.1031686
21-Jul-97,1997,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Breezy Point, Ntlonyana",Surfing,M,25,FATAL,Y,12,4.5 m white shark,21,Jul,46.5897331,-94.2175088
17-Jul-97,1997,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Surfing,M,,Survived,N,,Non-Disclosed,17,Jul,-8.1317303,-34.902409
14-Jul-97,1997,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Standing,M,50,Left calf bitten,N,,Blacktip shark,14,Jul,33.6890603,-78.8866943
12-Jul-97,1997,Unprovoked,OKINAWA,Miyako Island,Hirara,Fishing for octopus,M,55,"FATAL, legs severed  ",Y,,White shark,12,Jul,24.8218333,125.3137005
 2-Jul-1997,1997,Unprovoked,BRAZIL,Pernambuco,Paiva,Surfing,Non-Disclosed,,Right thigh bitten,N,,Non-Disclosed,2,Jul,41.647607,-70.955166
24-Jun-97,1997,Unprovoked,USA,Hawaii,"Sunset Beach, Oahu",Spearfishing / night diving,M,,Leg bitten just above ankle,N,23,2.4 m [8'] shark,24,Jun,21.6742715,-158.0402827
15-Jun-97,1997,Unprovoked,FIJI,Taveuni,Off a small island 5 km from Garden Island Resort,Snorkeling,F,47,"Bitten on inner thigh, leg surgically amputated",N,14,"Tiger shark, 2.7m  [9']",15,Jun,,
9-Jun-97,1997,Unprovoked,USA,Florida, Palm Beach County,Surfing,M,18,Laceration to left upper arm,N,18,Possibly a spinner shark,9,Jun,26.6514503,-80.2767327
7-Jun-97,1997,Unprovoked,BRAZIL,Rio de Janeiro,"Copacabana, Rio de Janeiro",Bathing,M,,,Uncomfirmed,,Non-Disclosed,7,Jun,-22.9694417,-43.1868448
2-Jun-97,1997,Unprovoked,USA,Florida,"Daytona Beach Shores,  Volusia County","Body surfing, stood up on sandbar",M,33,4 lacerations above left ankle,N,10,1.2 m [4'] shark (spinner shark?),2,Jun,29.1760933,-80.9828323
31-May-97,1997,Unprovoked,USA,Florida,In Gulf of Mexico 17 miles off Weeki Wachee ,Spearfishing,M,35,Right thigh punctured,N,,4' shark,31,May,28.5155513,-82.5728769
31-May-97,1997,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",Surfing,M,34,Left elbow bitten,N,11,Possibly a sand shark,31,May,29.4749754,-81.1270035
31-May-97,1997,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",Surfing,M,12,Left ankle bitten,N,11,Possibly a sand shark,31,May,29.4749754,-81.1270035
26-May-97,1997,Unprovoked,BAHAMAS,Abaco Islands,Powell Cay,Spearfishing,M,54,Right arm bitten,N,,Possibly a Caribbean reef shark,26,May,26.9081888,-77.4773674
17-May-97,1997,Unprovoked,BAHAMAS,Abaco Islands,Walkers Cay,Spearfishing,M,,Leg bitten,N,,Non-Disclosed,17,May,27.2599407,-78.4034188
20-Apr-97,1997,Unprovoked,BRAZIL,Rio de Janeiro,"Manguinhos, Ilha Feia, Búzios",Windsurfing,M,22,Lower left leg & ankle bitten,N,,3.7m  to 4.2 m white shark,20,Apr,-22.77379,-41.9084826
28-Feb-97,1997,Unprovoked,AUSTRALIA,Queensland,"Carrara, Nerang River",Swimming,F,21,Left leg biten,N,,a small shark,28,Feb,-28.0211196,153.3618544
28-Feb-97,1997,Unprovoked,AUSTRALIA,Queensland,Whitsunday Passage,Scuba diving,M,30,Left arm bitten,N,,"Tiger shark, 2m to 3m ",28,Feb,-20.056345,148.8816833
21-Feb-97,1997,Unprovoked,USA,Hawaii,"Sunset Beach, O'ahu",UNKNOWN,M,,No details,Uncomfirmed,,Non-Disclosed,21,Feb,21.6742715,-158.0402827
20-Feb-97,1997,Unprovoked,REUNION ISLAND,L'Etang-Sale,,UNKNOWN,M,,Hand injured,N,,Non-Disclosed,20,Feb,37.2256055,-95.7162018
3-Feb-97,1997,Boating,AUSTRALIA,New South Wales,"Iron Cove, Sydney",Rowing ,F,49,"Bruised, when shark struck scull & catapulted her into the water",N,,Non-Disclosed,3,Feb,-33.8642907,151.1583441
25-Jan-97,1997,Unprovoked,AUSTRALIA,Queensland,"Whitehaven Beach, Whitsundays Island",Snorkeling,M,27,"Left leg lacerated, punctures to right leg",N,11,1.8 m to 2.1 m [6' to 7'] shark,25,Jan,-20.2824324,149.038854
20-Jan-97,1997,Unprovoked,AUSTRALIA,Western Australia,Geraldton,Windsurfing,M,41,"Presumed fatal, no body recovered, shark mutilated wetsuit & harness recovered ",Y,18,"Tiger shark, 4.5 m [14'9""]",20,Jan,-28.7796535,114.6144452
3-Jan-97,1997,Unprovoked,REUNION ISLAND,UNKNOWN,la Pointe-au-Sel,Spearfishing,M,,FATAL,Y,,Bull shark,3,Jan,-21.2030787,55.2810051
1-Jan-97,1997,Boating,AUSTRALIA,Victoria,"Seal Rocks, Phillip Island",Watching seals,Non-Disclosed,,"No injury to occupants, shark bit 2 of the dinghy's 3 floation chambers",N,,White shark,1,Jan,-38.5258967,145.0998211
29-Dec-96,1996,Unprovoked,AUSTRALIA,Queensland,Coolum Beach,Surfing,M,18,,Uncomfirmed,18,Non-Disclosed,29,Dec,-26.5276917,153.0736329
10-Dec-96,1996,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Duck Pond, Sardina Bay near Port Elizabeth",Surfing,M,,Elbow bitten,N,16,White shark,10,Dec,-34.0331784,25.4980056
Dec-96,1996,Unprovoked,NEW CALEDONIA,UNKNOWN,,Spearfishing,M,,"Presumed fatal, only his shark-bitten speargun recovered",Y,,Non-Disclosed,,Dec,37.2256055,-95.7162018
Dec-96,1996,Unprovoked,NEW CALEDONIA,South Province,L'llot Maetre,Attempting to attract dolphins,F,,Hand bitten,N,,Non-Disclosed,,Dec,-22.335372,166.409169
29-Nov-96,1996,Unprovoked,USA,California,"Salmon Creek Beach, Sonoma County",Surfing,M,45,Single laceration on ankle & board bitten,N,8,3 m to 5 m [10' to 16.5'] white shark,29,Nov,38.3592396,-123.0682435
18-Nov-96,1996,Unprovoked,USA,Florida,"Coral Cove Park, Palm Beach County",Surfing,M,26,Right foot bitten,N,17,Non-Disclosed,18,Nov,26.9634451,-80.0788305
28-Oct-96,1996,Unprovoked,BRAZIL,Pernambuco,Barra de Jangada,Surfing,Non-Disclosed,,Leg bitten,N,,Non-Disclosed,28,Oct,-8.2216764,-34.9451498
28-Oct-96,1996,Unprovoked,BRAZIL,Pernambuco,Barra de Jangada,Surfing,M,,Survived,N,,Non-Disclosed,28,Oct,-8.2216764,-34.9451498
9-Oct-96,1996,Unprovoked,OKINAWA,Miyako Island,Boragawa Beach,Swimming or snorkeling,M,,FATAL,Y,,Non-Disclosed,9,Oct,,
5-Oct-96,1996,Unprovoked,USA,California,"Dillon Beach, Marin County",Surfing,M,22,Lower leg bitten,N,13,5.5 m to 6 m [18' to 20'] white shark,5,Oct,38.2507515,-122.9652768
3-Oct-96,1996,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Surfing,M,21,"4"" laceration on left forearm",N,8,1.2 m [4'] shark,3,Oct,28.3200067,-80.6075513
3-Oct-96,1996,Unprovoked,USA,California,"North Salmon Creek Beach, Sonoma County",Surfing,M,31,"No Injury, shark struck his board",N,7,5 m [16.5'] white shark,3,Oct,38.3592396,-123.0682435
Oct-96,1996,Unprovoked,BRAZIL,Pernambuco,,UNKNOWN,Non-Disclosed,,Survived,N,,Non-Disclosed,,Oct,37.2256055,-95.7162018
18-Sep-96,1996,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,M,14,4 or 5 lacerations on left ankle,N,13,Non-Disclosed,18,Sep,29.0258191,-80.9269984
6-Sep-96,1996,Unprovoked,NEW ZEALAND,Chatham Islands ,Waihere Bay,Diving for abalone,M,23,"Back, arms & wrist severely lacerated",N,10,White shark,6,Sep,-36.8019237,175.1080146
6-Sep-96,1996,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing / Swimming,M,19,Small puncture wounds and lacerations on right leg just below knee,N,12,"""a young shark""",6,Sep,29.0258191,-80.9269984
2-Sep-96,1996,Unprovoked,USA,Florida,"Behune Beach, Volusia County",Standing,M,5,Right foot bitten,N,18,Non-Disclosed,2,Sep,28.9491539,-80.83783
2-Sep-96,1996,Unprovoked,USA,Florida,"Bethune Beach, Volusia County",Sitting on surfboard,M,28,Small lacerations on left foot,N,13,Non-Disclosed,2,Sep,28.9491539,-80.83783
1-Sep-96,1996,Invalid,USA,South Carolina,"Garden City Beach, Horry County",Boogie boarding,F,28,Minor injuries to foot,Uncomfirmed,,Shark involvement not confirmed,1,Sep,33.5929472,-79.0086464
1-Sep-96,1996,Provoked,SOUTH AFRICA,KwaZulu-Natal,Hibberdene,Spearfishing,M,29,No injury  PROVOKED INCIDENT,N,7,White shark,1,Sep,-30.571879,30.5724824
29-Aug-96,1996,Unprovoked,USA,Hawaii,"Paukukalo, Maui",Body Boarding,M,19,Right calf bitten,N,16,"Tiger shark, 2.4 m [8'] ",29,Aug,20.9086111,-156.4877778
13-Aug-96,1996,Unprovoked,USA,California,"Bird Rock, Tomales Point",Free diving for abalone,M,36,"Left shoulder, forearm, hand & abdomen lacerated",N,11,6 m [20'] white shark,13,Aug,38.2143777,-122.974766
11-Aug-96,1996,Unprovoked,USA,Florida,"Bayshore Garden, Sarasota Bay, Sarasota County",Wade fishing,M,21,"No injury, towed by shark that grabbed stringer of fish tied to his waist",N,14,1.8 m to 2.1 m [6' to 7'] hammerhead shark,11,Aug,27.4253195,-82.5903757
26-Jul-96,1996,Unprovoked,USA,Florida,"Wiggins Pass, Collier County",Standing,F,8,Survived,N,19,Non-Disclosed,26,Jul,26.2816886,-81.8279833
23-Jul-96,1996,Unprovoked,OKINAWA,Miyako Island,Hirara City,Swimming,M,52,"FATAL, torso & abdomen bitten,  forearm severedL",Y,,5 m [16.5'] white shark,23,Jul,24.8055336,125.2810637
23-Jul-96,1996,Unprovoked,EGYPT,South Sinai,"1 km off the mouth of Marsa Bereika, north of Ras Mohammed",Free diving with a pod of dolphins,M,,"Bitten on back, shoulder & chest",N,18,said to involve an oceanic whitetip shark,23,Jul,27.7420043,34.2347743
21-Jul-96,1996,Unprovoked,USA,Massachusetts,"Truro (Cape Cod), Barnstable County",Swimming,M,46,Lacerations to left leg & right foot ,N,,6' shark,21,Jul,41.99477,-70.0490107
20-Jul-96,1996,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,M,9,Laceration to right arm,N,13,Non-Disclosed,20,Jul,29.0258191,-80.9269984
14-Jul-96,1996,Unprovoked,USA,Hawaii,"Nakalele Point, Maui",UNKNOWN,Non-Disclosed,,No details,Uncomfirmed,,Non-Disclosed,14,Jul,21.0271397,-156.5885569
10-Jul-96,1996,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",UNKNOWN,M,18,Right foot bitten,N,13,Non-Disclosed,10,Jul,29.0258191,-80.9269984
4-Jul-96,1996,Unprovoked,USA,Florida,"Public Beach, Siesta Key, Sarasota County",Standing,F,63,Laceration on left foot,N,14,5' to 6' shark,4,Jul,27.2760558,-82.5691893
4-Jul-96,1996,Unprovoked,BAHAMAS,Cat Cay,,Diving,M,24,Left leg lacerated,N,,Non-Disclosed,4,Jul,37.2256055,-95.7162018
25-Jun-96,1996,Unprovoked,USA,South Carolina,"Fripp Island, Beaufort County",Body surfing,F,24,"Lacerations to left shin, heel & foot",N,,Non-Disclosed,25,Jun,32.317001,-80.4966062
6-Jun-96,1996,Unprovoked,AUSTRALIA,Victoria,"Suicide Point, Point Leo",Surfing,M,,"No injury, board bitten",N,17,4 m white shark,6,Jun,-38.41663,145.077358
4-Jun-96,1996,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,LaMercy,Surfing,M,,Survived,N,,Non-Disclosed,4,Jun,-29.6374302,31.132586
28-May-96,1996,Unprovoked,SOUTH AFRICA,Western Cape Province,"The Steps, Wilderness",Surfing,M,17,Leg bitten,N,14,2.5 m [8.25'] white shark ,28,May,,
24-May-96,1996,Invalid,AUSTRALIA,New South Wales,"Wreck of paddle steamer, Koputai, 6 km off Bondi Beach",Tech diving ,M,45,"FATAL, but shark involvement prior to death was not confirmed",Y,,Shark involvement prior to death suspected but not confirmed,24,May,-33.8914755,151.2766845
18-May-96,1996,Unprovoked,USA,Florida,"South of Ponce Inlet, Volusia County",Surfing,M,22,Right foot & ankle bitten,N,13,1.2 m [4'] shark,18,May,29.0963729,-80.9369983
